Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,City,Device,Keyword,Country
CAD1248,Advance Excel,334,5512,226.22,47,11,0.234,3234,14-09-2024,Sydney,Desktop,advance excel online course,Australia
CAD1249,Advance Excel,74,3750,283.81,12,3,0.25,417,14-04-2024,Montreal,Mobile,advance excel online course,Canada
CAD1250,Advance Excel,90,3406,131.03,47,42,0.894,15666,25-06-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1251,Advance Excel,249,6197,433.65,50,23,0.46,6693,03-06-2024,Vancouver,Desktop,advance excel online course,Canada
CAD1252,Advance Excel,290,5484,312.31,26,18,0.692,4176,19-05-2024,Delhi,Tablet,advance excel online course,India
CAD1253,Advance Excel,428,3591,179.8,34,29,0.853,5626,07-09-2024,New York,Tablet,advance excel online course,USA
CAD1254,Advance Excel,340,5391,129.7,42,33,0.786,13992,27-02-2024,Brisbane,Desktop,advance excel online course,Australia
CAD1255,Advance Excel,300,8144,498.17,32,21,0.656,3885,26-04-2024,Perth,Mobile,advance excel online course,Australia
CAD1256,Advance Excel,71,5561,262.02,9,2,0.222,508,20-03-2024,Ottawa,Desktop,advance excel online course,Canada
CAD1257,Advance Excel,229,7569,267.5,29,1,0.034,427,16-10-2024,Chicago,Desktop,advance excel online course,USA
CAD1258,Advance Excel,141,8121,348.07,7,7,1,1995,04-07-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1259,Advance Excel,221,6442,178.51,39,18,0.462,6606,02-03-2024,Delhi,Mobile,advance excel online course,India
CAD1260,Advance Excel,365,4133,226.98,21,13,0.619,1690,07-12-2024,Chennai,Tablet,advance excel online course,India
CAD1261,Advance Excel,478,9943,414.72,42,41,0.976,16933,27-04-2024,Mumbai,Desktop,advance excel online course,India
CAD1262,Advance Excel,153,5803,282.09,47,27,0.574,8073,05-08-2024,San Francisco,Desktop,advance excel online course,USA
CAD1263,Advance Excel,249,8940,366.07,32,7,0.219,2940,01-10-2024,New York,Desktop,advance excel online course,USA
CAD1264,Advance Excel,179,6220,451.02,19,9,0.474,3060,12-12-2024,Melbourne,Desktop,advance excel online course,Australia
CAD1265,Advance Excel,340,8756,480.65,30,3,0.1,1209,23-07-2024,San Francisco,Desktop,advance excel online course,USA
CAD1266,Advance Excel,444,5824,125.66,13,6,0.462,2154,12-07-2024,Dubai,Mobile,advance excel online course,UAE
CAD1267,Advance Excel,209,7783,181.23,41,28,0.683,11648,17-07-2024,Montreal,Mobile,advance excel online course,Canada
CAD1268,Advance Excel,315,8439,284.01,47,17,0.362,2040,07-08-2024,Toronto,Mobile,advance excel online course,Canada
CAD1269,Advance Excel,462,2124,461.22,22,12,0.545,4320,13-05-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1270,Advance Excel,379,7454,133.2,50,44,0.88,11924,09-05-2024,Vancouver,Tablet,advance excel online course,Canada
CAD1271,Advance Excel,165,9666,299.17,42,14,0.333,5768,15-03-2024,Manchester,Tablet,advance excel online course,UK
CAD1272,Advance Excel,362,1550,264.44,19,14,0.737,5726,26-02-2024,Abu Dhabi,Tablet,advance excel online course,UAE
CAD1273,Advance Excel,257,9380,415.65,39,32,0.821,14976,22-02-2024,Leeds,Tablet,advance excel online course,UK
CAD1274,Advance Excel,263,9574,401.28,37,24,0.649,11592,23-06-2024,Perth,Mobile,advance excel online course,Australia
CAD1275,Advance Excel,483,3502,180.71,20,10,0.5,4460,26-09-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1276,Advance Excel,410,4402,118.73,14,9,0.643,1080,10-11-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1277,Advance Excel,418,7883,134.3,33,14,0.424,6426,10-04-2024,Perth,Desktop,advance excel online course,Australia
CAD1278,Advance Excel,398,9485,131.58,32,11,0.344,3872,08-12-2024,Manchester,Mobile,advance excel online course,UK
CAD1279,Advance Excel,233,8696,362.9,50,43,0.86,7138,15-06-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1280,Advance Excel,178,7226,192.37,31,10,0.323,3580,13-05-2024,Brisbane,Desktop,advance excel online course,Australia
CAD1281,Advance Excel,130,1701,465.93,48,4,0.083,1292,15-05-2024,Chicago,Desktop,advance excel online course,USA
CAD1282,Advance Excel,178,1385,442.76,33,2,0.061,234,17-08-2024,Chicago,Desktop,advance excel online course,USA
CAD1283,Advance Excel,185,6795,128.58,34,32,0.941,4192,02-06-2024,Bangalore,Desktop,advance excel online course,India
CAD1284,Advance Excel,53,9719,127.86,8,8,1,1216,06-04-2024,Hyderabad,Tablet,advance excel online course,India
CAD1285,Advance Excel,297,5318,486.68,7,6,0.857,852,15-11-2024,London,Desktop,advance excel online course,UK
CAD1286,Advance Excel,199,9169,364.54,28,15,0.536,2160,14-02-2024,Calgary,Mobile,advance excel online course,Canada
CAD1287,Advance Excel,65,1085,473.45,6,2,0.333,374,23-10-2024,Vancouver,Desktop,advance excel online course,Canada
CAD1288,Advance Excel,181,2604,378.16,38,12,0.316,1716,20-05-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1289,Advance Excel,275,7671,437.69,5,2,0.4,204,21-09-2024,Hyderabad,Tablet,advance excel online course,India
CAD1290,Advance Excel,324,4523,449.85,29,8,0.276,3744,01-04-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1291,Advance Excel,426,6815,457.73,19,16,0.842,6912,26-05-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1292,Advance Excel,370,5284,428.66,25,6,0.24,1842,01-12-2024,Montreal,Tablet,advance excel online course,Canada
CAD1293,Advance Excel,156,4479,412.11,49,33,0.673,10824,22-05-2024,Dubai,Mobile,advance excel online course,UAE
CAD1294,Advance Excel,237,7766,300.21,39,34,0.872,8806,08-04-2024,Brisbane,Mobile,advance excel online course,Australia
CAD1295,Advance Excel,413,2668,149.52,41,35,0.854,7280,03-10-2024,Manchester,Desktop,advance excel online course,UK
CAD1296,Advance Excel,365,7979,195.55,32,1,0.031,138,16-11-2024,Chicago,Desktop,advance excel online course,USA
CAD1297,Advance Excel,61,6629,469.98,16,5,0.312,655,02-11-2024,Perth,Mobile,advance excel online course,Australia
CAD1298,Advance Excel,316,6919,406.62,16,11,0.688,1705,22-11-2024,Bangalore,Tablet,advance excel online course,India
CAD1299,Advance Excel,324,6615,470.55,43,9,0.209,4212,20-02-2024,Montreal,Mobile,advance excel online course,Canada
CAD1300,Advance Excel,289,5248,454.49,16,11,0.688,2893,11-12-2024,Ottawa,Mobile,advance excel online course,Canada
CAD1301,Advance Excel,160,7169,137.35,45,8,0.178,1944,28-04-2024,Hyderabad,Desktop,advance excel online course,India
CAD1302,Advance Excel,259,4297,313.13,44,18,0.409,2754,02-03-2024,Boston,Tablet,advance excel online course,USA
CAD1303,Advance Excel,435,3213,105.33,6,2,0.333,634,02-04-2024,Sydney,Desktop,advance excel online course,Australia
CAD1304,Advance Excel,159,4291,295.95,18,14,0.778,5096,05-07-2024,Pune,Mobile,advance excel online course,India
CAD1305,Advance Excel,107,4205,368.67,22,15,0.682,5190,16-08-2024,Toronto,Tablet,advance excel online course,Canada
CAD1306,Advance Excel,493,2819,384.32,9,7,0.778,2681,05-07-2024,Chicago,Desktop,advance excel online course,USA
CAD1307,Advance Excel,237,6483,193.9,24,8,0.333,1064,12-02-2024,Melbourne,Desktop,advance excel online course,Australia
CAD1308,Advance Excel,186,5672,426.75,42,31,0.738,5735,06-12-2024,Perth,Desktop,advance excel online course,Australia
CAD1309,Advance Excel,338,4399,101.38,47,23,0.489,9430,10-09-2024,Brisbane,Tablet,advance excel online course,Australia
CAD1310,Advance Excel,387,9703,429.45,40,19,0.475,8645,07-10-2024,Adelaide,Desktop,advance excel online course,Australia
CAD1311,Advance Excel,219,7126,417.79,18,15,0.833,3240,18-09-2024,Toronto,Desktop,advance excel online course,Canada
CAD1312,Advance Excel,287,1709,420.81,17,17,1,3961,07-01-2024,Perth,Desktop,advance excel online course,Australia
CAD1313,Advance Excel,460,9716,482.48,37,5,0.135,1240,15-01-2024,Toronto,Mobile,advance excel online course,Canada
CAD1314,Advance Excel,246,3745,344.87,10,6,0.6,2604,18-12-2024,London,Tablet,advance excel online course,UK
CAD1315,Advance Excel,481,4614,224.71,24,17,0.708,7038,14-04-2024,Edinburgh,Tablet,advance excel online course,UK
CAD1316,Advance Excel,252,4432,459.73,47,26,0.553,3016,11-03-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1317,Advance Excel,390,7970,437.03,24,11,0.458,2695,26-06-2024,Manchester,Tablet,advance excel online course,UK
CAD1318,Advance Excel,80,4568,321.74,21,6,0.286,2760,11-04-2024,Ottawa,Mobile,advance excel online course,Canada
CAD1319,Advance Excel,117,3678,381.95,19,4,0.211,1060,18-04-2024,London,Mobile,advance excel online course,UK
CAD1320,Advance Excel,458,1778,232.28,40,5,0.125,2235,27-04-2024,Boston,Tablet,advance excel online course,USA
CAD1321,Advance Excel,189,4718,284.41,5,5,1,1770,02-10-2024,Dubai,Desktop,advance excel online course,UAE
CAD1322,Advance Excel,278,5070,222.24,6,6,1,2502,12-10-2024,Los Angeles,Mobile,advance excel online course,USA
CAD1323,Advance Excel,362,5165,443.15,8,8,1,3016,04-05-2024,Birmingham,Desktop,advance excel online course,UK
CAD1324,Advance Excel,59,2335,268.73,44,35,0.795,12600,28-10-2024,Vancouver,Mobile,advance excel online course,Canada
CAD1325,Advance Excel,111,2810,213.82,26,8,0.308,3240,05-06-2024,Vancouver,Desktop,advance excel online course,Canada
CAD1326,Advance Excel,146,8937,154.41,15,6,0.4,2610,13-01-2024,Calgary,Desktop,advance excel online course,Canada
CAD1327,Advance Excel,358,1368,317.89,41,22,0.537,4444,28-08-2024,Chicago,Tablet,advance excel online course,USA
CAD1328,Advance Excel,219,5919,335.58,9,5,0.556,1520,25-05-2024,San Francisco,Desktop,advance excel online course,USA
CAD1329,Advance Excel,295,9611,344.45,8,1,0.125,393,24-03-2024,Montreal,Desktop,advance excel online course,Canada
CAD1330,Advance Excel,453,3223,189.4,6,2,0.333,742,08-05-2024,Chennai,Desktop,advance excel online course,India
CAD1331,Advance Excel,333,8082,470.16,26,10,0.385,2980,23-04-2024,Boston,Tablet,advance excel online course,USA
CAD1332,Advance Excel,470,9308,282.53,44,32,0.727,14272,24-04-2024,Brisbane,Tablet,advance excel online course,Australia
CAD1333,Advance Excel,216,1782,210.58,37,19,0.514,4541,22-09-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1334,Advance Excel,96,6371,176.66,32,17,0.531,3400,03-03-2024,Melbourne,Mobile,advance excel online course,Australia
CAD1335,Advance Excel,344,6069,231.29,7,5,0.714,505,14-12-2024,Manchester,Mobile,advance excel online course,UK
CAD1336,Advance Excel,174,4347,201.69,26,9,0.346,3312,15-04-2024,Calgary,Mobile,advance excel online course,Canada
CAD1337,Advance Excel,257,2815,437.52,34,7,0.206,742,13-11-2024,Melbourne,Desktop,advance excel online course,Australia
CAD1338,Advance Excel,93,6192,449.52,43,19,0.442,6080,26-04-2024,Calgary,Desktop,advance excel online course,Canada
CAD1339,Advance Excel,458,6287,174.25,38,35,0.921,8330,17-09-2024,Sydney,Desktop,advance excel online course,Australia
CAD1340,Advance Excel,100,9506,401.27,42,22,0.524,3960,09-07-2024,Bangalore,Mobile,advance excel online course,India
CAD1341,Advance Excel,483,4139,359.52,44,29,0.659,8961,22-06-2024,Manchester,Tablet,advance excel online course,UK
CAD1342,Advance Excel,191,3124,294.02,20,19,0.95,3211,02-02-2024,Los Angeles,Desktop,advance excel online course,USA
CAD1343,Advance Excel,346,1000,359.34,20,16,0.8,5392,13-12-2024,Hyderabad,Desktop,advance excel online course,India
CAD1344,Advance Excel,57,4956,468.12,22,1,0.045,254,11-12-2024,Manchester,Tablet,advance excel online course,UK
CAD1345,Advance Excel,287,4852,265.86,36,7,0.194,1540,16-06-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1346,Advance Excel,425,6999,207.83,23,9,0.391,972,18-12-2024,Chicago,Tablet,advance excel online course,USA
CAD1347,Advance Excel,191,5285,105.4,36,34,0.944,8160,03-11-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1348,Advance Excel,72,2674,125.01,23,23,1,2921,12-09-2024,Chennai,Mobile,advance excel online course,India
CAD1349,Advance Excel,154,2992,144.13,26,5,0.192,1380,28-10-2024,Melbourne,Mobile,advance excel online course,Australia
CAD1350,Advance Excel,56,8262,494.92,17,11,0.647,5500,08-02-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1351,Advance Excel,213,1757,392.04,20,3,0.15,1233,19-01-2024,Dubai,Desktop,advance excel online course,UAE
CAD1352,Advance Excel,449,9635,284.26,32,23,0.719,6601,08-06-2024,Delhi,Tablet,advance excel online course,India
CAD1353,Advance Excel,229,9557,385.04,31,14,0.452,4172,20-04-2024,London,Tablet,advance excel online course,UK
CAD1354,Advance Excel,84,3901,245.12,30,30,1,9300,21-01-2024,Brisbane,Tablet,advance excel online course,Australia
CAD1355,Advance Excel,252,3521,109.42,44,16,0.364,5936,25-08-2024,Los Angeles,Mobile,advance excel online course,USA
CAD1356,Advance Excel,147,7617,221.72,38,31,0.816,9734,01-03-2024,Perth,Mobile,advance excel online course,Australia
CAD1357,Advance Excel,172,9388,213.76,10,2,0.2,698,23-05-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1358,Advance Excel,370,4494,471.6,19,7,0.368,833,19-02-2024,Montreal,Desktop,advance excel online course,Canada
CAD1359,Advance Excel,361,4983,135.79,36,12,0.333,3372,21-01-2024,Dubai,Tablet,advance excel online course,UAE
CAD1360,Advance Excel,328,6714,465.67,43,16,0.372,6656,13-07-2024,Adelaide,Tablet,advance excel online course,Australia
CAD1361,Advance Excel,447,3589,490.37,25,20,0.8,8600,17-09-2024,Brisbane,Tablet,advance excel online course,Australia
CAD1362,Advance Excel,344,4313,287.54,41,37,0.902,11877,06-12-2024,Chicago,Tablet,advance excel online course,USA
CAD1363,Advance Excel,393,6030,401.56,13,9,0.692,1314,11-05-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1364,Advance Excel,370,1232,104.75,33,16,0.485,5232,04-06-2024,Birmingham,Mobile,advance excel online course,UK
CAD1365,Advance Excel,455,5335,322.07,44,33,0.75,14157,16-05-2024,Ottawa,Desktop,advance excel online course,Canada
CAD1366,Advance Excel,215,6110,323.99,37,25,0.676,3400,16-03-2024,Melbourne,Tablet,advance excel online course,Australia
CAD1367,Advance Excel,391,6602,155.68,5,3,0.6,696,20-07-2024,Toronto,Mobile,advance excel online course,Canada
CAD1368,Advance Excel,173,2119,219.78,11,2,0.182,204,22-09-2024,Adelaide,Desktop,advance excel online course,Australia
CAD1369,Advance Excel,463,4536,372.03,39,18,0.462,6588,03-12-2024,Pune,Desktop,advance excel online course,India
CAD1370,Advance Excel,499,1200,202.98,34,9,0.265,2097,01-09-2024,Mumbai,Tablet,advance excel online course,India
CAD1371,Advance Excel,56,9608,274.97,32,12,0.375,5820,04-04-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1372,Advance Excel,248,8365,408.53,37,8,0.216,2544,01-01-2024,Hyderabad,Mobile,advance excel online course,India
CAD1373,Advance Excel,60,5382,305.05,31,21,0.677,9030,12-05-2024,Chennai,Tablet,advance excel online course,India
CAD1374,Advance Excel,212,7290,189.16,10,5,0.5,1600,19-01-2024,San Francisco,Mobile,advance excel online course,USA
CAD1375,Advance Excel,283,7498,379.95,6,2,0.333,576,16-02-2024,Abu Dhabi,Mobile,advance excel online course,UAE
CAD1376,Advance Excel,407,6428,160.16,45,27,0.6,6858,15-08-2024,Perth,Tablet,advance excel online course,Australia
CAD1377,Advance Excel,488,7367,218.66,34,13,0.382,5824,23-01-2024,Calgary,Desktop,advance excel online course,Canada
CAD1378,Advance Excel,399,8381,254.95,22,1,0.045,247,06-03-2024,Vancouver,Tablet,advance excel online course,Canada
CAD1379,Advance Excel,429,1492,341.48,50,33,0.66,12144,25-04-2024,Sharjah,Tablet,advance excel online course,UAE
CAD1380,Advance Excel,326,3660,486.94,22,12,0.545,2100,17-12-2024,Adelaide,Tablet,advance excel online course,Australia
CAD1381,Advance Excel,460,6574,367.97,46,46,1,11868,02-08-2024,New York,Tablet,advance excel online course,USA
CAD1382,Advance Excel,326,3927,447.65,35,18,0.514,5868,15-06-2024,Sharjah,Desktop,advance excel online course,UAE
CAD1383,Advance Excel,344,5881,324.86,20,1,0.05,375,15-10-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1384,Advance Excel,222,2111,337,16,16,1,2368,13-08-2024,Brisbane,Desktop,advance excel online course,Australia
CAD1385,Advance Excel,491,8677,307.34,14,3,0.214,972,12-06-2024,Leeds,Desktop,advance excel online course,UK
CAD1386,Advance Excel,492,1258,171.91,38,24,0.632,3768,01-08-2024,Pune,Tablet,advance excel online course,India
CAD1387,Advance Excel,135,6483,474.34,29,26,0.897,6526,05-12-2024,Delhi,Mobile,advance excel online course,India
CAD1388,Advance Excel,110,2748,340.91,11,11,1,3806,24-09-2024,Abu Dhabi,Tablet,advance excel online course,UAE
CAD1389,Advance Excel,326,7555,124.45,31,13,0.419,5863,22-05-2024,Sydney,Tablet,advance excel online course,Australia
CAD1390,Advance Excel,290,7321,301.27,7,4,0.571,640,24-04-2024,Ottawa,Mobile,advance excel online course,Canada
CAD1391,Advance Excel,75,9038,478.28,49,33,0.673,7524,05-07-2024,Montreal,Tablet,advance excel online course,Canada
CAD1392,Advance Excel,393,7022,313.72,18,15,0.833,6690,01-12-2024,Brisbane,Mobile,advance excel online course,Australia
CAD1393,Advance Excel,492,7166,366.13,21,15,0.714,5805,19-07-2024,Chicago,Mobile,advance excel online course,USA
CAD1394,Advance Excel,337,5203,234.46,19,3,0.158,1398,23-03-2024,Sharjah,Mobile,advance excel online course,UAE
CAD1395,Advance Excel,206,3710,249.12,35,2,0.057,564,08-05-2024,Abu Dhabi,Desktop,advance excel online course,UAE
CAD1396,Advance Excel,71,6008,129.14,40,32,0.8,10912,21-09-2024,Melbourne,Desktop,advance excel online course,Australia
CAD1397,Advance Excel,239,8850,195.04,43,37,0.86,11766,16-01-2024,Calgary,Tablet,advance excel online course,Canada
CAD1398,Advance Excel,365,4473,471.55,48,26,0.542,11934,22-09-2024,Manchester,Desktop,advance excel online course,UK
CAD1399,Advance Excel,81,5874,335.92,39,37,0.949,17538,01-06-2024,Chennai,Desktop,advance excel online course,India
CAD1400,Advance Excel,356,1661,192.91,23,18,0.783,7686,25-05-2024,Brisbane,Desktop,advance excel online course,Australia
CAD1401,Advance Excel,306,8673,272.81,6,4,0.667,1364,13-01-2024,San Francisco,Mobile,advance excel online course,USA
CAD1402,Advance Excel,225,6186,204.61,48,1,0.021,114,09-01-2024,Hyderabad,Tablet,advance excel online course,India
CAD1403,Advance Excel,209,1891,132.55,36,5,0.139,2135,27-09-2024,Ottawa,Mobile,advance excel online course,Canada
CAD1404,Advance Excel,179,4177,357.61,38,8,0.211,1640,02-06-2024,Edinburgh,Desktop,advance excel online course,UK
CAD1405,Advance Excel,349,9232,221.47,49,41,0.837,14186,22-03-2024,Birmingham,Tablet,advance excel online course,UK
CAD1406,Advance Excel,217,5827,452.91,17,2,0.118,954,28-05-2024,Bangalore,Tablet,advance excel online course,India
CAD1407,Advance Excel,193,3918,188.73,16,6,0.375,2796,19-02-2024,Dubai,Tablet,advance excel online course,UAE
CAD1408,Advance Excel,171,6084,147.98,13,11,0.846,4268,14-02-2024,Perth,Desktop,advance excel online course,Australia
